434828730394230784	Negative	_parody so einen rasen hätte sich hoeneß damals beim dfb pokal halbfinale auf schalke gewünscht
434829846175551488	Negative	es gibt nichts antikeres als stephan das ist ein allgemein anerkannter fakt
434830251885993984	Negative	abstiegsangst kind will mit korkut sprechen #h96
434832941156671488	Negative	bok gewinnt doch der raab #sdr
434835380580663296	Negative	rt man sollte niemals beim einkaufen twittern jetzt steh ich an der kasse und im wagen habe ich milch und ein unbekanntes ba…
434837042120646656	Negative	ja klar aber ich bin von #android nicht überzeugt außerdem gefallen mir die plastikgehäuse von samsung nicht wenn htc
434839128589758467	Negative	genau dann gibts dosenfutter von maggi
434841679720624128	Negative	wer nicht weiß was das bedeutet mich macht da etwas richtig fertig
434843883462492160	Negative	ja jedem das seine der krieg zwischen samsung und apple wird sowieso nie aufhören
434843970838200320	Negative	sei froh das du englisch kannst im gegensatz zu einigen muttersprachlern
434849870269403136	Negative	_reinwald mangels führerschein wohl kaum
434854473857777665	Negative	warum sind manche menschen einfach total falschnett zu dir und laden dich nicht zum geburtstag ein mögen sie dich eigentlich doch nicht
434854759963828224	Negative	rt netter abend mit freunden fast alle gesehen aus der südstadt aber nur fast ich prangere das an
434859962578513920	Negative	crowdfunding plattform kickstarter gehackt #crowdfunding
434867999989039104	Negative	meine bahnfahrt von h nach g war geschmückt von betrunkenen rücksichtslosen polnischen flaschensammlern und
434907968526888961	Negative	ich seh schon die coolen kids nehmen alle schlaftabletten
434908735761580032	Negative	außerdem bemängele ich dass jonas und ich immer zu verschiedenen wochenenden in berlin sind
434936338140626944	Negative	rt crowdfunding plattform kickstarter gehackt #crowdfunding
434940908791164928	Negative	wer zur hölle klingelt bei mir am sonntagmorgen um halb acht ich musste erstmal die bohrmaschine ausmachen und nachsehen
434942198208282624	Negative	och toll ich hatte was anderes erwartet wie danica patrick ihren hasen ricky stenhouse wrecked #nascar
434942585841651712	Negative	#wach
434945795918680064	Negative	outsch #boardercross
434946196474712065	Negative	so wie die vor schmerzen schreit könnte das nahe am beinbruch sein #olafsen #boardercross
