125633929217708032	Positive	mario monti sul corriere la fotografia più illuminante sulla delicata situazione attuale
130172208772419585	Positive	sono piu' tranquillo ora smiley buona giornata cmq ci vorrebbe mario monti
130600587216691201	Positive	mario monti a berlusconi l'euro non è in crisi roma 30 ott ''l'euro non è in crisi'' ''è stabile in termin
130684207000330240	Positive	un parere autorevole e non demagogico sull'euro da mario monti
131452198730203136	Positive	mario monti subito
131453469046484992	Positive	#italiaresiste mario monti subito presidente del consiglio #sarkozy #ballarò
131659434895212544	Positive	mario monti premier #italiaresiste
132037801498783744	Positive	in mario monti we trust #acasa
132361612685361152	Positive	marc lazar napolitano l'europa lo ammira mario monti può salvare l'italia via
132404391520124929	Positive	mario monti senz'altro c'è bisogno di un #ciampi tecnico che scaldi anche i cuori almeno un po'
133528242849185792	Positive	linkiesta live famiglia cristiana online governo ripartire da mario monti l'unico che può tirarci fuori dalla palude
133535736656953344	Positive	mario monti sarebbe quello in grado di unire i due schieramenti nel dopo #berlusconi mari e monti insomma
133873781172207616	Positive	«pure gianni letta ci sta» la tela pd casini sul governo monti #opencamera
133890596178903040	Positive	italia governo ripartire da mario monti
133904064202276864	Positive	#laresadeiconti un sogno milena gabanelli e quelli di report consulenti del nuovo governo monti per spiegare come sanare il nostro debito
134004315613429760	Positive	dimissioni di berlusconi governo provvisorio con mario monti elezioni questo ci serve
134037905172733952	Positive	_33 non so se le elezioni sia la via d'uscita migliore nel nostro caso per me è preferibile un governo con mario monti
134235523270184960	Positive	governo monti subito tutto quello che serve per la stabilità finanziaria nuova legge elettorale riforme costituzionali
134334925934571520	Positive	un governo monti senza di pietro e la lega un insperato bingo per questo povero paese
134335676131971072	Positive	mario monti nominato senatore a vita tra qualche giorno anche presidente del consiglio io sarei favorevole
134336572647673857	Positive	mario #monti nominato senatore a vita è un buon segnale nell'ottica di un incarico super partes e di larghe intese
134337238812213249	Positive	napolitano nomina mario monti senatore a vita (che gli avrà detto vabbè poi ci rivediamo )
134337700579909632	Positive	se si farà un governo monti senza le estreme giorgio napolitano avrà fornito uno straordinario saggio di sapienza e sagacia politica
134339789590757376	Positive	mario #monti senatore a vita è una splendida notizia per tutti gli italiani è l'emblema di quei cittadini meritevoli che onorano la patria
134347768255881216	Positive	sono felice di avere a palazzo madama un nuovo illustrissimo collega mario monti e a dire il vero la prossima
134348661625864193	Positive	un paese che ha risorse come mario monti le valorizza al servizio delle istituzioni grazie presidente #elezioni
134356114740490240	Positive	fondamentale la nomina di mario monti a senatore a vita ora saremo più al riparo dal rischio default #malimortaccivostraedichinonloritwitta
134364234107723776	Positive	mario monti il tecnico liberista che piace ai mercati roma 9 nov – sessantotto anni lombardo per dieci anni
134369175920590848	Positive	concordo con scalfari la nomina di mario monti a senatore a vita è geniale
134390544230125568	Positive	la cosa migliore del governo monti e' che farà saltare per aria il nuovo ulivo
134401295581851648	Positive	la nomina di mario monti a senatore a vita è una mossa che qualifica un grande politico buon lavoro presidente napolitano
134409602623209472	Positive	vogliamo il presidente mario monti presidente #fullmonti
134414662719643649	Positive	per una volta d'accordo con oscar giannino/ nella sua lucida analisi e nell'auspicio di un governo monti è più responsabile dei berluscones
134419920552345600	Positive	comunque se parte il governo monti è grande vittoria dell' #udc di e
