511396190119022592	0	Puff puff pass ya hoe
511396894745309184	0	TGIM (Thank God Its Monday) baby! 😀😀😀
511397309985202177	0	"OTAKU: Loving someone who doesn't exist. KPOP fans: Loving someone who doesn't know you exist."
511397469377531904	0	@gioguy_24 are most of my tweets categorized as white people tweets? 😱
511397490336075776	0	@axmcc @RichelleCarey @Rachel__Nichols @tqbr @SarahSpain psssh, no one reads those rags.
511397523911880704	0	@ThatsMy_SON lol shutup but hmj
511397989467062272	0	RT @brightongigs: TODAY: KYLMA SOTA (Fin) / HATE FUCK / FEROXITY in Cowley Club http://t.co/ZfuF57jVWW
511398069179408384	0	Can't find shit on TV.
511398257885736960	0	RT @TheDesBible: I dont want to go in today , i want to sleeppp:(
511398757012082688	0	RT @maranathatweets: Psalms 70:5.  “But I am poor and needy: make haste unto me, O God: thou art my help and my deliverer; O LORD, make no …
511399944020705281	0	You're able*  Heavy tweets ruined by typos. 😒
511399960776962049	0	yes….breaking bad….yes. breaking stuff is bad. I'm not in fucking kindergarden.  thanks
511401172927012864	0	😴 type shit
511401294582788096	0	i hate when people make assumptions about things
511401634333990912	0	RT @JennLi123: New piece. Black girls are punished and mocked for their originality while others co-opt it. #VogueArticles http://t.co/1xRN…
511402133431013376	0	I have pe first thing and last thing, fml someone shoot me.
511404020863623168	0	Bitch you got an android gtf out my face 💀😁😕
511404029272813568	0	RT @bissmahmehmud: Pakistan summed up. http://t.co/jtmjj0OT7P
511404268361105408	0	RT @Il1uminati: Don't wait and procrastinate.
511404419322109952	0	@ToriOfMyLife @maliksahero Crying.
511404671013888001	0	I can't wait to fucming move and never have to think about you bitch ass ever again.
511404805206835200	0	@MitchPileggi1 Honestly don't know what to say.  Never been a Kanye fan really.  Don't know if I should be shocked or surprised.
511405119796416512	0	so tired ffs
511405354660278273	0	@lainnafader If they could also just stop selling Bindis to white girls and also not appropriate Hinduism anymore that would be so chill 👌
511405937664749569	0	@AHumrichous That's that shit, huh? lol
511406122209529856	0	Omfg, took the fucking words right outta my mouth right now!!!!  "@Rivera1Cristian: I get jealous over the littlest things..."
511406503924740099	0	@IASaspirants Me want to crack the Exam from Rural India.
511407640547971072	0	no amount of coffee has helped this morning😩
511407690883399680	0	I feel so bad for missing the meeting today........😕 lol
511407829295837184	0	@Sanwal_12 + we might have night practices all week cause of the heat so long ass days 😒
511407904784916480	0	fuck
511408001266118656	0	tossin &amp; turnin 😕😕😕😕
511409582535499777	0	What is it like to be not tired? I can't remember
511409871913512960	0	I'm so done with my family
511411218314440704	0	RT @UNCLE_AJALA: Some people would cause problem for you then act like Messiah,for you not to see them as Evil doers,God protect us from Ev…
511412132663926784	0	@MussartAhmadzeb @mughalbha  There must be a way to trace it out! All this technology &amp; advancement!  Difference apart; this is very bad!
511412778599329792	0	@JacobWhitesides can't do it
511414275936514049	0	RT @Luke5SOS: I long for that feeling to not feel at all
511414330487603200	0	A desperate sign just inside Burger King at Charing Cross reads 'Please Queue Here'. Please!
511414506640400384	0	RT @chxlsev: i'm not ok, but it's ok.
511416670884462592	0	It hurts.
511417316840865792	0	Im quick to read a inbox, dm, or txt &amp; don't respond!
511418579296608257	0	So not ready for tomorrow's test...
511419170697646080	0	RT @AGirlsLifeTwitt: I hate when people take my phone. Not because I have something to hide, but because it's not your damn phone. Its mine.
511420680651296768	0	Fuuuck It 💁
511420881973694464	0	RT @peta: Baby elephants should be with their MOTHERS, NOT tied up &amp; beaten by “TRAINERS”!  RT if u agree! #NotOurs2Use http://t.co/mc98hJV…
511420932314128384	0	RT @ddlovato: TOTALLY would've worn that. RT @Captain_dinah: @ddlovato but I was gonna bring a sicky vicky outfit for yo :'(
511421519507890176	0	And I don't wanna miss a thing..
511421796349136896	0	@TheDrysdale as for how you treat your customers it's already clear you need to work on the skill of "empathy" #classlessclown
511422333228445696	0	@dai_bok #ServiceDown saab parts Failure! Attempted 3 times. The operation has timed out
511422421300412416	0	"If everybody is thinking alike, then somebody isn't thinking."  - Gen. George S. Patton -
511422735873245184	0	RT @Radityadiiikan: Hi. I miss you. I know... You don't miss me too. But no problem, I'm strong. :')
511423318868918272	0	RT @LowveldMedia: 1. Another R40 accident claims six lives: http://t.co/vzaluKthec http://t.co/wtU7asYYcW
511423331464384512	0	#AhoraSuena Thelma Houston - Don't leave me this way #TodoMenosMiedo http://t.co/Z76IoL81Ac
511423692174143488	0	RT @fjoefry_: Being ignored~
511425315374374912	0	Oshey analyst "@jag_bros: That Synagogue building collapse looks exactly like a Perfect CONTROLLED DEMOLITION ...."
511426783367806976	0	@Lovetwill__ ok sure lol
511428289131323392	0	Watching TV n chipped a tooth...where's @ashhebert when u need a good dentist!
511428540794171392	0	RT @ItsKayven: This shit crack me up, nigga high af. http://t.co/CpZy8kMgUt
511431007011360768	0	I'm voting nooooooo
511432303084838913	0	RT @UrsShruthi: Power continues to shake B and C centres
511433351652073472	0	@nzdodo Oh no!
511433720742436864	0	@kanyewest  dropped his show to yell at a fan for not standing during his show.   That fan was in a wheelchair. Ugh.  #KanyeWest #Dick
511434760942387201	0	how can guys do double anal like you're literally getting your dick rubbed by another dick no thanks bud
511435507536896000	0	RT @Oddy4real: For those of u prayin d troops fail so u can insult GEJ as usual, wat u don't know is dat u will/may be exterminated by Boko…
511436417700868097	0	Skin shocks used at Mass. school draw FDA look: CANTON, Mass.     (AP) -- Some cut themselves. Others slam the... http://t.co/rY5wy2bzRu
511436954567979008	0	i'm so lost https://t.co/swlk2DB4Zf
511437898269605888	0	RT @AishaYesufu: Instead of telling President Jonathan to sit up and do the right thing EVEN YOUTH are busy egging him on. When did failure…
511438426755702784	0	RT @_bedrockin: So when does everything start to go my way?
511438649054224384	0	@yaritzi_xo jk biatch I got cought up eating 😝
511438846169346048	0	RT @restreitinho: the more i work with social media, the more i feel everyone in this industry should read the advertising classics
511439773106716672	0	RT @SuperSportTV: Rio Ferdinand on Moyes: "Unintentionally, he created a negative vibe...He'd slowly lost us. I didn't enjoy playing under …
511441543140761600	0	RT @Nate_911: @candace_hector @LeaLavelot no that shit will kill you #trust
511441626997489664	0	RT @neiltyson: If your belief system is not founded in an objective reality, you should not be making decisions that affect other people.
511441694101745664	0	sext: you try not to be trying to be with them all your time
511443065656311808	0	RT @DaSpriteBDirty_: my main focus is to get my shit together
511444760155148288	0	RT @radicaldaily: Sep 15 1973 - Musician, singer, musical director Victor Jara killed after torture by Pinochets forces following coup in C…
511445095691063296	0	I supposed to be healthy eating today and I've just eaten 6 Oreos ffs 😢
511445359923453952	0	RT @gouravmalhotra: We're taught in school to be deathly afraid of strangers, and yet who does us the most harm?
511445536109785088	0	Missing my family! http://t.co/RqRO8N7WOA
511445762581209088	0	i know i can listen to the songs online but its a different feeling when you have the cd :[
511446815380889602	0	@flacahx3 nah fuck u
511446832119951360	0	DON'T QUOTE ME WITHOUT SAYING ANYTHING MY GOSH #SBSPopAsiaTARA
511447486431379456	0	RT @HarimauMalayaFc: If you're Ashamed to stand by your colours, you better seek for another FLAG. -MOHKTAR DAHARI-
511448606331899904	0	Diff work place . new people. Getting to know  them..gosh I hate change.
511448988025774080	0	mini-heart attack gago..
511450510545547264	0	Bang on! RT @BDUTT: If Kolkata restaurant denied Suzette Jordan entry for being the 'Park Street Rape Survivor'- it should lose its license
511450959344857088	0	Lmao "@Kobby_Skywalker: I almost followed this girl till I saw SM4lyf somewhere in the bio 😣"
511451055805444097	0	RT @cordellsimmons: I hate Derrick so I have signed off of #BB16. It's all about #BBAU now.
511451529765986304	0	RT @KailashChandOBE: I have decided to run for Parliament cos I am determined no private health doctor will ever hand you a bill like this …
511451550712344576	0	"@AIanHangover: If bae doesn't stalk your tweets then bae is not bae."
511451999531839488	0	HEARTBREAK SAGING  Heartbreak Girl- 5 Seconds of Summer  #ReplaceASongTitleWithSAGING
