434828570574479360	Neutral
434828787793276928	Neutral
434829430746537985	Neutral
434830900472590336	Neutral
434831787362377728	Neutral
434831966773710848	Neutral
434832130716479488	Neutral
434832670137532416	Neutral
434834073438011392	Neutral
434834476053835776	Neutral
434836211027300353	Neutral
434837578660212737	Neutral
434838000254849024	Neutral
434838176172351488	Neutral
434838527927271424	Neutral
434839128589758467	Neutral
434839269132472320	Neutral
434840740859219968	Neutral
434840740859219968	Neutral
434840901123203073	Neutral
434840901123203073	Neutral
434840901756547072	Neutral
434841002742804480	Neutral
434841050100670466	Neutral
434843402249588736	Neutral
434845541332418560	Neutral
434848391303282688	Neutral
434850330049019904	Neutral
434850330049019904	Neutral
434852428975198208	Neutral
434858863867617280	Neutral
434858863867617280	Neutral
434859036085719040	Neutral
434859511392661504	Neutral
434860666407911424	Neutral
434862078843953152	Neutral
434863064970952704	Neutral
434865258092851200	Neutral
434865643255775232	Neutral
434865793621569536	Neutral
434865797606154240	Neutral
434867513802117120	Neutral
434875766036525057	Neutral
434891449868754944	Neutral
434891449868754944	Neutral
434893898087813121	Neutral
434900589898915840	Neutral
434900589898915840	Neutral
434903546736021504	Neutral
434907641601851393	Neutral
434907864914989056	Neutral
434910377517002753	Neutral
434911302587543552	Neutral
434914597943119872	Neutral
434919523888943104	Neutral
434919541098164225	Neutral
434919575063638016	Neutral
434920235721056257	Neutral
434921187513090049	Neutral
434921279133872128	Neutral
434921279133872128	Neutral
434925681391067136	Neutral
434926267969064960	Neutral
434926267969064960	Neutral
434930465666260992	Neutral
434932387567247360	Neutral
434933675927801856	Neutral
434937970513432576	Neutral
434940632894042112	Neutral
434943913720545280	Neutral
434945380019884032	Neutral
434946196474712065	Neutral
434947126930714624	Neutral
434947454195093504	Neutral
434947900800778240	Neutral
434950169356812288	Neutral
434951170126512128	Neutral
434951170126512128	Neutral
434951300695224320	Neutral
434951618912874496	Neutral
434952169092304897	Neutral
434952204521582592	Neutral
434952604280688640	Neutral
434952711554236416	Neutral
434952728016871424	Neutral
434952753191075840	Neutral
434952836602793985	Neutral
434953567452291072	Neutral
434954093178937344	Neutral
434954837302984704	Neutral
434955830040219648	Neutral
434958239781101568	Neutral
434958239781101568	Neutral
434958339857215488	Neutral
434958339857215488	Neutral
434959031590215680	Neutral
434959140889587712	Neutral
434959663126167552	Neutral
434960449050648576	Neutral
434960556802723840	Neutral
434962138617380864	Neutral
434963382488563712	Neutral
434964404371980288	Neutral
434966401489854464	Neutral
434966654922268673	Neutral
434968208999972864	Neutral
434968208999972864	Neutral
434969265171869696	Neutral
434969893247545344	Neutral
434970462226231297	Neutral
434971577084829696	Neutral
434971724787245056	Neutral
434973958925209600	Neutral
434974200286420993	Neutral
434974907269922816	Neutral
434975444387893248	Neutral
434975444387893248	Neutral
434975477779144704	Neutral
434975579289710593	Neutral
434975725373124609	Neutral
434975950049390592	Neutral
434976996989235200	Neutral
434977405967818752	Neutral
434977541041180672	Neutral
434977916309344256	Neutral
434978006818627584	Neutral
434978226222682112	Neutral
434979059760918528	Neutral
434979271422263296	Neutral
434979839171633152	Neutral
434979932188733440	Neutral
434980139773202432	Neutral
434980521178050560	Neutral
434980854528352256	Neutral
434981656907501568	Neutral
434983692982026240	Neutral
434984720393592832	Neutral
434984987256180736	Neutral
434985871276638208	Neutral
434986536271351808	Neutral
434986773257920512	Neutral
434986793394794496	Neutral
434986905378107393	Neutral
434986910449037312	Neutral
434986913594744832	Neutral
434986913594744832	Neutral
434986916497207296	Neutral
434987109284593664	Neutral
434987151709970432	Neutral
434987309789085696	Neutral
434987546679181312	Neutral
434988015715647488	Neutral
434988097315819520	Neutral
434988561985966080	Neutral
434990001713991681	Neutral
434990637747019776	Neutral
434990685415301120	Neutral
434991317211705344	Neutral
434991317211705344	Neutral
434991628026413056	Neutral
434991628026413056	Neutral
434992017131995136	Neutral
434992654796226560	Neutral
434993104165548032	Neutral
434993351537213441	Neutral
434993600058109952	Neutral
434995582328135680	Neutral
434995818563526657	Neutral
434996021983461377	Neutral
434996606140968960	Neutral
434996747257933824	Neutral
434997595606249473	Neutral
434997859277348864	Neutral
434998013380296704	Neutral
434998198453932032	Neutral
434998556303581184	Neutral
434999631249149952	Neutral
435000524761743360	Neutral
435000656500621312	Neutral
435001411932528641	Neutral
435002019053830144	Neutral
435003383997804544	Neutral
435003494227927040	Neutral
435003859845787648	Neutral
435004680398467074	Neutral
435005697504604161	Neutral
435005935611027456	Neutral
435006864154447872	Neutral
435007128865353728	Neutral
435008016887607296	Neutral
435008172844404737	Neutral
435008788752781313	Neutral
435010078849400832	Neutral
435010153575112704	Neutral
435010332667707393	Neutral
435010665338896384	Neutral
435011028204945408	Neutral
435012181424627712	Neutral
435012338035740672	Neutral
435013249084710912	Neutral
435013329455947776	Neutral
435013329455947776	Neutral
435013430870040576	Neutral
435013737377185792	Neutral
435015751234502656	Neutral
435015835061460992	Neutral
435015835061460992	Neutral
435015965877993472	Neutral
435016190269083648	Neutral
435016345034702848	Neutral
435016714007228416	Neutral
435016714007228416	Neutral
435017847006191616	Neutral
