434828917174992896	Positive
434829014013067265	Positive
434829430746537985	Positive
434829552742068224	Positive
434829985426456576	Positive
434829985426456576	Positive
434830497274142720	Positive
434830574491271168	Positive
434830668624060416	Positive
434830750689816576	Positive
434830750689816576	Positive
434832360295907328	Positive
434832765650206720	Positive
434833423942057984	Positive
434834974252883968	Positive
434835380580663296	Positive
434835433667977217	Positive
434835478312157184	Positive
434835899361554432	Positive
434836050570379264	Positive
434836362228170752	Positive
434836814680305664	Positive
434837378780651520	Positive
434837378780651520	Positive
434839721681117185	Positive
434840421249081346	Positive
434841818086526976	Positive
434842075637379072	Positive
434842177890689026	Positive
434843600547880961	Positive
434844302326652929	Positive
434844944940163072	Positive
434845541332418560	Positive
434845963149406208	Positive
434847151148265472	Positive
434847687402598400	Positive
434847901458890752	Positive
434856581843681280	Positive
434856581843681280	Positive
434857290932707328	Positive
434858256683790336	Positive
434858768040726528	Positive
434861496254750721	Positive
434862317717979136	Positive
434865643255775232	Positive
434867513802117120	Positive
434869146963431424	Positive
434877043030097920	Positive
434879047467032576	Positive
434882938824830976	Positive
434887166099849217	Positive
434892314176389121	Positive
434895847311298560	Positive
434895847311298560	Positive
434896911988822017	Positive
434896911988822017	Positive
434906412678782976	Positive
434910139767087104	Positive
434913717579292673	Positive
434913717579292673	Positive
434920235721056257	Positive
434920483075940352	Positive
434920959330754560	Positive
434922920377614336	Positive
434932125394305024	Positive
434932387567247360	Positive
434933117619818496	Positive
434934513723269120	Positive
434934686146887680	Positive
434934686146887680	Positive
434935113915588608	Positive
434935130604732416	Positive
434936507087192064	Positive
434936701509971968	Positive
434937415611203584	Positive
434937415611203584	Positive
434938723294531584	Positive
434938918308675584	Positive
434940150607396865	Positive
434941100978372608	Positive
434941100978372608	Positive
434943479052251136	Positive
434946455531687936	Positive
434951632745680897	Positive
434953081865129984	Positive
434955334168641537	Positive
434955493266968576	Positive
434955493266968576	Positive
434955690818666496	Positive
434956615255879680	Positive
434956615255879680	Positive
434960106740908032	Positive
434960162646786049	Positive
434960475831697408	Positive
434960631373250560	Positive
434961471680700417	Positive
434962980644462593	Positive
434963280541392896	Positive
434964155100311552	Positive
434964202089107456	Positive
434964992249839616	Positive
434965844616290304	Positive
434966191808204800	Positive
434966430396977152	Positive
434966990852472832	Positive
