511395946853564416	1
511395992961572864	1
511396060091404288	1
511396852806475776	1
511397058323169280	1
511397058323169280	1
511397259658149888	1
511397725242675200	1
511397951713734656	1
511397951722110976	1
511398010446958592	1
511398610211045377	1
511399579099467776	1
511399730094411776	1
511399826588581888	1
511399851729240065	1
511399910478856192	1
511399923040784384	1
511399969161351168	1
511400069858205696	1
511400069858205696	1
511400325711155200	1
511400338297851904	1
511400447325007872	1
511400464110608384	1
511400803832037376	1
511400803832037376	1
511400912892755970	1
511400929678356480	1
511401357493149696	1
511401357493149696	1
511401466565627904	1
511401466565627904	1
511401609171980288	1
511401642705838080	1
511401722397200384	1
511402095702863872	1
511403014263820289	1
511403479831961600	1
511403802772373504	1
511403916031184896	1
511403916031184896	1
511404503241719808	1
511404905890713600	1
511405165937561600	1
511405287538835456	1
511405589537497088	1
511406411629080576	1
511406596195233792	1
511406600385732608	1
511406633927593984	1
511406751388676096	1
511406751388676096	1
511406805885267968	1
511407577658191872	1
511407770579771393	1
511408194217074688	1
511408617824595968	1
511408710090891264	1
511408785605554176	1
511408877897019392	1
511408877897019392	1
511408995341307904	1
511409095988219904	1
511409402180431872	1
511409406349938688	1
511409737716756481	1
511410371039870976	1
511410488497147904	1
511410605949865984	1
511410605949865984	1
511410635301998592	1
511410983433015296	1
511411151205183488	1
511411348345876480	1
511411881001504769	1
511411998446604288	1
511412128474206208	1
511412526937284608	1
511412648580104192	1
511412799550263296	1
511412887634853888	1
511413105747046400	1
511413135098785792	1
511413181244534784	1
511413302883127296	1
511413323846258689	1
511413323846258689	1
511413344834973696	1
511414380827639808	1
511414443712864257	1
511414519235481600	1
511414733145374720	1
511416217933213698	1
511416360530759680	1
511416771581333504	1
511416830276419584	1
511416943513829376	1
511417186812841986	1
511417446863888386	1
511417568469729280	1
511417576857939968	1
511417912402247680	1
511418608652931072	1
511418608652931072	1
511418659009724416	1
511418659009724416	1
511418826768916480	1
511419338457227264	1
511419476869271552	1
511419493659443200	1
511419523032182784	1
511420743578447873	1
511420907126943744	1
511420907143708672	1
511421511106711553	1
511421775373418496	1
511422270292508672	1
511422408717127680	1
511422421300412416	1
511422568075497472	1
511422790373605376	1
511423264338763776	1
511423264338763776	1
511423482467717120	1
511423830569385984	1
511423830569385984	1
511423847359578112	1
511424354878754816	1
511424375849885696	1
511424900125687808	1
511425244075425792	1
511425575408652289	1
511426280047509505	1
511426749801181185	1
511426783367806976	1
511427072791969793	1
511427513164529664	1
511427995501096960	1
511428213617491969	1
511428213617491969	1
511428259759009792	1
511429107012235265	1
511429174129471488	1
511429509648642049	1
511429757112578048	1
511430373675663360	1
511430684087681024	1
511430872810414080	1
511431329993355265	1
511431590023426048	1
511431640355467264	1
511431707497881600	1
511432437302571008	1
511432483423125505	1
511433263567495168	1
511433456522629121	1
511434119201693696	1
511434119201693696	1
511434823831801857	1
511434932884103168	1
511435046163845121	1
511435230675075072	1
511435230675075072	1
511435729835012097	1
511435864040148992	1
511436136657321986	1
511436136657321986	1
511436145041747968	1
511436430275407873	1
511436786787418113	1
511436790960361475	1
511436816134574081	1
511439638889005056	1
511439798284726273	1
511440494539182080	1
511440674911420417	1
511440876221263872	1
511441018815004672	1
511441106895405056	1
511442184844095488	1
511442570715492352	1
511442570715492352	1
511442801410969600	1
511443057263517696	1
511443237609799680	1
511443329880313856	1
511443388596764672	1
511443501863936000	1
511444462359572480	1
511444609155604480	1
511445762581209088	1
511445888409952256	1
511446114923343872	1
511446282666119170	1
511446341390987264	1
511446760825159680	1
511446890848604160	1
511447213826793473	1
511447624856002560	1
511448358867976192	1
511448610522013696	1
511448610522013696	1
511448652468850688	1
511449025762299904	1
511449692664647680	1
511449784910381056	1
511451496215363584	1
511451747882385408	1
511451873698906112	1
511452003734929408	1
511452431540953088	1
511452758701264896	1
511452850984353792	1
511453035521138688	1
511453043884187648	1
511453262017331201	1
511453522039439361	1
511453798876086272	1
511454096688447488	1
511454096688447488	1
511454126048563200	1
511454381904887808	1
511455044584349696	1
511456961381269505	1
511457888334671874	1
511458098033082368	1
511458391621767168	1
511458576179945472	1
511458697831514112	1
511459297595625472	1
511460534949273600	1
511460941784186880	1
511461197619548161	1
511461801612312576	1
511461835162546176	1
511462233629405184	1
511462502073249792	1
511462548210974720	1
511462774699229184	1
511462913085673472	1
511462913085673472	1
511463022154760192	1
511463026348670976	1
511463257014423553	1
511463739368165376	1
511463928111456256	1
511463986840502272	1
511464003600543744	1
511464091706474496	1
511464326591688704	1
511464561460121600	1
511464561460121600	1
511464578236952576	1
511464779559739393	1
511464972522897408	1
511465006064738304	1
511465425490948097	1
511465480033677313	1
511465488418086913	1
511465517744271362	1
511465521955758080	1
511465534521872384	1
511465714901729280	1
511465714901729280	1
511466235000020992	1
511466365002059777	1
511466365002059777	1
511466423751680001	1
511466423751680001	1
511466906059309057	1
511467040280829953	1
511467115778699264	1
511467468116606977	1
511467497472524289	1
511467656869052416	1
511467656869052416	1
511467816227467264	1
511467816227467264	1
511467837211541504	1
511468097254207488	1
511468097254207488	1
511468365706436608	1
511468365706436608	1
511468520866349056	1
511468587996151808	1
511469372326436864	1
511469435237175296	1
511469636555395072	1
511469783356018689	1
511470030823759874	1
511470060209446912	1
511470265696399360	1
511470345417949184	1
511470408324120576	1
511471238795890688	1
511471523992199169	1
511471637246382080	1
511472182493724672	1
511472350265876480	1
511472551621431296	1
511472580969369600	1
511472706815266817	1
511472958448361472	1
511472958448361472	1
511473021358333952	1
511473092657307650	1
511474128654970880	1
511474330002538496	1
511474770391871488	1
511475063988961280	1
511475131114594305	1
511475131114594305	1
511475567300866049	1
511476003516841985	1
511476020298661888	1
511476133528104960	1
511476133528104960	1
511476137743364096	1
511476339073765377	1
511476435555340288	1
511476439720288256	1
511476813009129473	1
511477081470144512	1
511477400216272896	1
511477656073023488	1
511478348149555201	1
511478348149555201	1
511478813708914688	1
511478813708914688	1
511478876623867904	1
511479040210137088	1
511479413494394880	1
511479413494394880	1
511479442863308800	1
511479765799170049	1
511479765799170049	1
511479820320907264	1
511479916819251200	1
511479933605273600	1
511479967125757954	1
511479967125757954	1
511480231392452608	1
511480378176339970	1
511480449495883776	1
511480516587962368	1
511480550138589184	1
511480877319454720	1
511480877319454720	1
511480973775884288	1
511481133138472960	1
511481133163638784	1
511481477104533504	1
511481644872519680	1
511481737138827264	1
511481749704957952	1
511482135577128960	1
511482538242867200	1
511482550821216256	1
511482685055700992	1
511482840257531905	1
511482932523847680	1
511482987020836864	1
511482987020836864	1
511483209347899393	1
511483322602889216	1
511483632972607488	1
511483721028227072	1
511483721028227072	1
511483762992230400	1
511483788170629120	1
511484497007620097	1
511484597658726402	1
511484962571165696	1
511485100966838272	1
511485268755775488	1
511485352628846592	1
511485356802580480	1
511485738513215488	1
511486019531579392	1
511486124376993792	1
511486275371552768	1
511486392808271873	1
511486648656199682	1
511486770291433472	1
511486954848808961	1
511487030359248896	1
511487114241114112	1
511487235883945984	1
511487458186256385	1
511487982470041601	1
511488099881209857	1
511488561275609089	1
511488787764240384	1
511488812925857792	1
511488846488682496	1
511488942953099265	1
511488951325323265	1
511489093927456769	1
511489433678278658	1
511489848927354880	1
511489941206216704	1
511490197033586688	1
511490280915468288	1
511490306114871296	1
511490306114871296	1
511490419352297473	1
511490780041465856	1
511491031733243904	1
511491425981435904	1
511491564393496576	1
511491589550931968	1
511491652473872384	1
511491874771595265	1
511492055143415808	1
511492600369799168	1
511493351162806273	1
511493351162806273	1
511493359555600384	1
511493468590718976	1
511493539906482176	1
511493607002746880	1
511493607002746880	1
511493833520340993	1
511493833520340993	1
511493871243501568	1
511494328439414784	1
511494856904949761	1
511494965977812992	1
511495108575764480	1
511495376994439168	1
511495427326095360	1
511495427326095360	1
511495582532501504	1
511495582532501504	1
511495674823966720	1
511495850959577088	1
511495972586008576	1
511496039694471168	1
511496320734212096	1
511496354292461568	1
511496563999670272	1
511496643704020992	1
511496899564560384	1
511496916329574401	1
511497025381498880	1
511497205740347392	1
511497335743213569	1
511497428021686272	1
511497792926523394	1
511498094903844864	1
511498120094814208	1
511498271076786176	1
511498271076786176	1
511498334000144384	1
511498359165943808	1
511498359165943808	1
511498422080512000	1
511498615031074817	1
511498615031074817	1
511499219006283777	1
511499273503248386	1
511499781043417088	1
511500045267791872	1
511500250813833216	1
511500275941908480	1
511500523405852672	1
511500523405852672	1
511500531806662656	1
511500577956986880	1
511500686992105472	1
511500900913786880	1
511501064496218112	1
511501169349656576	1
511501282608435201	1
511501358076555264	1
511501601354178561	1
511501970474283008	1
511502020809719808	1
511502213714546688	1
511502297617420288	1
511502456980004864	1
511502578614427648	1
511502691890376704	1
511502708642037760	1
511502800929718272	1
511502800929718272	1
511503014830804992	1
511503044190556160	1
511503245538516992	1
511503295861780480	1
511503362979033088	1
511503362979033088	1
511503451042623489	1
511503467844603904	1
511503488786780161	1
511503643996999682	1
511503643996999682	1
511503677547638784	1
511504105349447681	1
511504105349447681	1
511504260559671296	1
511504294122496001	1
511504474452815872	1
511504692569194496	1
511504789041983491	1
511504789041983491	1
511504793224105984	1
511504797405806592	1
511505439159500800	1
511505485288456192	1
511505527227293696	1
511505577554747393	1
511505590158643200	1
511505636291784704	1
511505711780487168	1
511505715954204672	1
511506286387933184	1
511506286387933184	1
511506777129500672	1
511506781311614976	1
511506961683468288	1
511506970075881474	1
511507053962358784	1
511507251086249984	1
511507276247875584	1
