385497381925847040	positive
364483696570945536	neutral
373606425379225600	positive
367189542857482240	neutral
368327046574776321	neutral
390690148188712960	positive
368309870673793024	neutral
362896018389475328	neutral
367912309303148545	neutral
364291928692490241	positive
376428554260475904	negative
372600329143345152	neutral
371650134825639936	negative
395707232194940929	neutral
374506338434686976	neutral
365768902548000768	neutral
372681702948474880	neutral
370998910124589056	neutral
393979803898249216	neutral
371276107690938368	negative
395083010925535232	neutral
392282373242748928	neutral
395077566618673152	negative
392574984876326912	neutral
369077227020775424	neutral
377173500571955200	negative
367657362993463296	positive
373383829207388160	neutral
377442007406632960	neutral
362985277511311361	positive
365814322745704451	positive
365817573524258816	neutral
389649172343046144	neutral
368328631883673600	neutral
391459333210664960	neutral
373961061990674432	neutral
390609403680145408	neutral
373022301195104256	neutral
370043435426021376	positive
370904014268792832	negative
365153451279269890	neutral
385041792556863488	neutral
392732464193351680	positive
385464200925290496	neutral
395898102445780992	negative
385420743715983361	neutral
368814034377641984	neutral
372233700806623232	neutral
374871351716487168	negative
375181021542879232	negative
364692833027883008	neutral
372739085195956224	positive
390218079671955456	neutral
373391362156408832	neutral
390089318355992576	neutral
395899788346290176	neutral
375157302846062593	positive
389984423015645184	neutral
389691308425891840	neutral
368399293326970881	positive
373569754394791936	positive
364416134759862272	negative
374618187650043904	neutral
393746244310679552	neutral
366605209163665408	negative
390813813312086016	neutral
365613428393521153	neutral
395282261056442368	positive
371705977546235904	neutral
365817631955103745	neutral
376494782211584001	neutral
363258582298394624	neutral
395818838262308864	neutral
365149684978810880	negative
370291075447287808	neutral
395906717558771712	neutral
371172399267713025	neutral
391489377333178368	neutral
376549719469998080	neutral
389422935712489473	neutral
368322470278737920	neutral
374196538836135936	positive
376072122524639232	positive
376027457205190659	neutral
372665374560763904	neutral
374774035722166272	neutral
370919025511239680	neutral
390453665120534528	neutral
368035802204221440	positive
367275450361741312	neutral
371470773807878144	neutral
363232816814759937	negative
374264612012953600	positive
362802862780190720	positive
371256583335849985	neutral
374256190248583168	negative
366520022606168065	neutral
395246727034585088	neutral
392898688462233600	neutral
368837350576496641	neutral
389822703597006848	neutral
372343838934720512	positive
374920333050277888	neutral
370125933060956161	neutral
367967837794881536	positive
367222916691550208	negative
390562641519083520	neutral
394838004541296642	neutral
395627234402525185	neutral
395849356424663040	neutral
377487343386902528	neutral
377106139819020288	neutral
376337147764412416	neutral
374568023887060992	neutral
372097725908537344	neutral
362863420288139264	positive
364700974104854529	neutral
363631670056210432	neutral
369074764909801472	neutral
395660440501776384	negative
362999718244548608	positive
374634750939758592	neutral
366790228062633986	negative
377668831164239872	negative
395985960347111424	negative
363084229359312896	negative
372994077723090944	neutral
395546321983406080	neutral
392861787168964609	neutral
375188588218310656	negative
396056844227321857	negative
371218343552090113	neutral
366244578841464832	positive
374898224743456768	neutral
367976595635859456	positive
364512721389096960	neutral
375676918076420096	positive
369374829641621504	neutral
391639126413697025	negative
363831717322575872	positive
391129778398707712	neutral
367980441749704704	negative
367056918780841984	neutral
372318702534139904	neutral
393412104868605952	neutral
395103755852849152	neutral
374878549305327616	neutral
372807800550072320	negative
370534701498662912	neutral
377646425120993280	neutral
376462133963554816	neutral
395459109753212928	neutral
389829653491621888	positive
370165166673256448	neutral
372405528791891969	neutral
374152171211997184	negative
368135446402191361	neutral
366262454637961216	negative
393757417949126656	positive
371055030260228096	neutral
376332034928816128	neutral
394720174281998336	neutral
365468234004185088	positive
368633297812742145	positive
372743174730444800	neutral
385577732421062656	positive
371357372486135808	negative
363129989031407616	negative
364867408382529536	neutral
365498093032054786	negative
395678673208373248	positive
375830740166246400	neutral
372879690769256448	neutral
377132698042503168	negative
365510751735128066	neutral
367859897519464448	positive
