364291928692490241	positive	... Glück breitet sich aus ...
365814322745704451	positive	Baden. Endlich. Wundervoll. http://t.co/SzpUyPU2ur
370043435426021376	positive	RT @Aterful: @Aluenschen Ach ja... :DD
392732464193351680	positive	@Zwitscheriki Hmmm, vielleicht fehlt dir der Glaube? Oder du hast einfach die falsche Kühlschrankmarke:-)
375157302846062593	positive	Mirabellen frisch aus dem Garten ❤ #obst #ernte #healthy #herbst #yummy #mirabellen http://t.co/u5poZLbewJ
373569754394791936	positive	@Zwinkimo @Joshtree4 @fcblogin ick hoffe hat allen gefallen in der verrückten Bude.. Und man sieht sich mal wieder, &amp; ick hab mehr zeit :-)
395282261056442368	positive	@DouniaSlimani Sieht super aus. Ende. 😉
374196538836135936	positive	Time to sleep... guten nacht...
376072122524639232	positive	@leslesss Heck yeah.. Buuffoonnn doin well. Forza Azzuri!
368035802204221440	positive	Facebook macht unglücklich. Könnt ihr das bestätigen? :) #SocialMedia http://t.co/GcJb8VqQ5V via @meedia
374264612012953600	positive	Melde mich dann morgen wieder. Geht früh los. Gute Nacht. :)
362802862780190720	positive	Ahhhh @1LIVE, bitte spielt ihn nochmal ok? Danke :) #imascheregen #hinterland
372343838934720512	positive	RT @SuNoguchi: Schrott Ankauf Lahib ( http://t.co/lrguFNkX ) macht das Unmögliche möglich ;)
367967837794881536	positive	Schon lange nicht mehr so intensiv geträumt und so lange geschlafen 😳
362999718244548608	positive	@ChrisPakusch Sportlich, sportlich! Gönn dir zwischen deinen ganzen Terminen auch eine Pause
366244578841464832	positive	@recomedic Lieber Gruß an unsere Freunde in Polen aus dem Norden #Deutschland #Ostholstein
367976595635859456	positive	@ShaSo1305 komm shaso nicht aufgeben ;-) vlt ists n bug. Versuchs einfach so um 17-18 nochmal :-) immer positiv denken :-)
389829653491621888	positive	@stoff_hoff_show Ich muss mir eigentlich nur merken, ob der die Nadelposition 0.5 oder 0.8 ist… Sollte eigentlich möglich sein :-)
365468234004185088	positive	@davidneuber Dein Folgen freut und ehrt mich. Muss nur gestehen, dass bei meinem "Hurra"-Tweet etwas an Ironie mitgeschwungen hat ;) LGC :)
368633297812742145	positive	@JonasBe1 IKEA = Idioten Kaufen Einfach Alles :'D #Peace #NoHate hahah
385577732421062656	positive	@elisehippie nachooooooos!
395678673208373248	positive	@1886_GC 2-0 Toko :) war eine ganz starke Vorstellung!!! #Danke #GCZ
367859897519464448	positive	:)"@Fir_Man1995: @piyuupii guten tag auch :)"
394199128131260417	positive	@Sturm_Fan. Duuuuu bist einfach waaaaahnsing toll &lt;3 :-*
394158435194789888	positive	ich platze. das essen war so geil
371379497226211328	positive	heute war echt schön :) super nette Menschen getroffen :) tzonlive danke für das Foto :) #videoday… http://t.co/vgDv6vAxNZ
376327006176043009	positive	@inooreicheru 🐴ソ
373548820552224768	positive	@Duesenberg_ geil, abends Äpfel essen, morgens besoffen \o/
376098210768748544	positive	Endlich macht der Wahlkampf wieder Spaß! #fdp- #cdu+ #allervollstesvertrauen #psycho @ZDF
370477868708790272	positive	Schaut so aus, als ob der Sommer vorbei ist. In diesem Sinne, auf a gute Riversurfherbstsaison ;)... http://t.co/4NIs2t0tUp
394791045365768192	positive	@FrauWau happy Birthday, kleiner Plüsch!
374787633391468544	positive	@wiesonett Wie immer werden es die #aufschrei-, #om13gate-, #maskugate- und #maskuleaks-Tanten abstreiten. Ich lache mich immer noch tot. :)
362728695007416320	positive	Sind pünktlich kurz nach Mondaufgang wachgeworden. Eine wunderschöne sternenklare Nacht - Faszinierende Fotos vom Mond gemacht🌘
365905938806341632	positive	@BerlinBritta @HBisdorf ich glaub's nicht - I'm going down läuft im Hintergrund. Die Götter sind mir gnädig gestimmt :-))
392947203930464256	positive	@iRuttzman @iRuttzman Tiger Woods niece...
365554804547788801	positive	@ElorieLindir @19kittycat79 Warte ab. ... YT macht keine Gefangenen. ;)
375432901984137216	positive	Sarung laptop pon blh sue..haha
371721337087488000	positive	Gute Besserung @Thi_Alcantara91 - get well soon! #FCB
372682147326611456	positive	@mc_flausch hehehe ;) was macht die Ikea Bastelei?
369331632689250304	positive	@ofmiceandleaa woahaaa geil lea :) das muss echt ein geiles Gefühl sein. Krass. Glückwunsch :')
376938082404401152	positive	Guten morgen ... Freu mich auf Samstag und bin gespannt was ihr zu TRX sagt...
367606095943966720	positive	So sieht der perfekte Social-Media-Beitrag aus - Meedia http://t.co/9qT2b5Jry9 #SocialMedia
394088935535554560	positive	@TheKedosZone Und, auch wenns sich komisch anhört, blaue Dinge angucken. Die Farbe entspannt das Auge. :)
370839530901098496	positive	Good morning Nice! #cotedazur @ Bambou Plage http://t.co/I31P6EoCGS
370595233639440385	positive	@ValentinMoeller @felixba Fast genauso gut, nur moderner. ^^
395492274341421057	positive	Zwar in Frechen, aber günstig und hübsch http://t.co/UJy00RGDYn
373143571295387648	positive	@SallyLolly13 @meloona1 Ihr seht beide toll aus und jetzt stfu
395892700060581888	positive	@avonstears oder spaeter. Will nur kurz was holen und will dic sehen lololol
395693915476467712	positive	@obscurefuture vogue&lt;333 schenk mir alle hahaa hab gar keine
369726945875202048	positive	@Danny_W_2012 du könntest meine Fenster putzen *lieb guck*
363981768296112130	positive	Diese vorfreude vor dem Date :)
372844236506271746	positive	Soooo, gute Nacht, Tatorties - hoffe Ihr findet uns auch Blau statt Rot weiterhin in Eurer Timeline. :-)
362893384186208257	positive	@BenniferRostock pure gänsehaut, dicken dicken respekt!!! Danke!
374565373070159872	positive	Wenn ich den Namen Shepherd höre, muss ich einfach sofort an McDreamy denken. :'D #GA
376722805678542848	positive	@taufikrahmannn folback pik :D
376744167378255872	positive	Also wenn ich 10kg weniger wiegen würde wäre schon sehr nice. http://t.co/nQmc5Lk2uN
365028066793619456	positive	RT @sigisworld_news: Das Paradies verdient, wer seine Freunde zum Lachen bringt. Aus dem Koran
394535280977657856	positive	Wuuu Da war jemand schnell mit den Bildern X3 http://t.co/RqF2W90vT3
371340842591866880	positive	geil wär wenn ihr garrys mod spielen würdet also horror mas oder freebuild (@YouTube http://t.co/vXpXD4ORsC)
385491828666933249	positive	Gute Nacht...der Letzte macht´s Licht aus...gelle? ;) ♥
364631818575687680	positive	Schmetterlinge lachen...: Aus Fehlern lernen http://t.co/DvZgp2yNWC
373474652720332801	positive	@Egon_Kobald Dafür gibt´s ein großes spanisches "beso", versprochen.
369910337627107328	positive	@Book_ofSaturday Altmaier war schon hier. Aber auch schnell wieder weg... #Termine ;-)
371392957003595776	positive	@Emma09BVB Gute Nacht Angelika, schlaf gut und träume was Schönes! ♡
384986964518526976	positive	Carpe Diem Kombucha: Leichter Genuss aus dem Meer http://t.co/WHrAncJEbm via #Bodensee #News #Pressemeldung
372668377380036608	positive	Albert Einstein looking fabulous back then http://t.co/JVjZSwVpK2
366512443666604034	positive	Die Belohnung für's Warten. Eine Tour nach Bohnsdorf. Vielen Dank lieber Fahrgast.
390353811157827584	positive	Gute Laune Energie für die ganze Galaxie! http://t.co/bTEsBSGfyR
374888959609819136	positive	ich seh aus wien bonbon hahahah
370659788150960128	positive	@wonderboomb Klar, einfach gegen den Ball treten.....reicht schon^^
364101872337952768	positive	@Einbruch :-D
369692007318712320	positive	@TueftlerFreak Nö, kein Monolog. Freue mich auf Deinen nächsten Tweet. Schöner Tag . #ehermorgenmuffelich
370941544825507841	positive	@_Ruha_Chan Hi (*o*)v habs endlich geschafft XDXD
363565223577264130	positive	?Traumhafte Deckeldose getragen von drei Puttos?: Bad Homburg vor der Höhe | Biete ihnen hier eine Traumhaft s... http://t.co/ps2JT3Xihg
370511569878544384	positive	@FranzeyNomNom meine Eier sind sehr interessiert
395617532763459584	positive	@franzizi_ ne. Versuche, mich zu entspannen ^^
366228049030680577	positive	@MischungNo11 Halt rein! :-D
363918002229481472	positive	@leahe13 nein nein ich bin eine intelligente Kamumpfel :))
369929123701223424	positive	Tränen gelacht! http://t.co/fJOPaM93B8
391433760631435265	positive	Kochen für Angeber ☺ Tricks für die eigene Luxus-Bratensauce ☺ Zum Koch-Video: http://t.co/YJfX3DVE4n
363721276877053953	positive	@Paqui080863 @Pitsch_Peter @Federchen2 @softi66 @GypsyLady1962 @kunterbunt schöne Abendgrüße:-) http://t.co/njkzK6ifZd
368449746673082368	positive	Gerade meinen Dad “Chabos wissen wer der Babo ist“ von #Haftbefehl gezeigt. Hab ihn schon lange nicht mehr so laut lachen hören.
369020306226024448	positive	@Heinrich1960 Guten Morgen wunderschönen Sonntag Heinrich hängt das Bild bei dir an der Wand? :-)
370539961293893632	positive	@artus69 Haha! Besser gehts kaum noch. Nur in Ausnahmefällen also...
373212924015149057	positive	Zweiter Anlauf: Rendern geschafft.
368433464300683264	positive	RT @POArocks: Great show last Saturday in #Olympia @LetzterGeist @DofDisorder @BabyandNobodies rocked! Pics soon! #band #sleazerock #rocknr…
391800770943021056	positive	@EnnoBigBenno Verständlich. :-P
376091013305339904	positive	@Tasso2000 Ich werde gleich ein paar Tweets löschen, da doch sehr privat. :)
364410581349974016	positive	@Heinrich1960 @herkules1976 habe gerade 'Schimmelimbissbude' gelesen :P Yummy^^ Guten Hunger Herr Kapitän!
376365799092797440	positive	RT @LamiyaSlimani: Jetzt gönnich mir eine Pause ❤ Und betrachte diesen schönen blauen Himmel (im Blickwinkel: Umzugspakete 😁) http://t.co/T…
373936672217772032	positive	Saubere Nummer, Hamburger Jungs haben eingeheizt und abschlach abgerissen... Geiler Abend, geiler Tag! NUR DER... http://t.co/ZDdERpyTsT
363631489352609792	positive	@Enormous_Penis @WMMAMM \o/ vielleicht schaffen wir's das du einen wegsteckst?! CHALLANGE ACCEPTED Bin dabei,wann genau machen wir noch aus
390720255150260224	positive	Ihr seht heute wunderschön aus! ❤️ You look beautiful today. #hamburg #welovehh #beauty http://t.co/OQAUKKzFPl
371748407335215104	positive	RT @littlewisehen: Das beste Politikerinterview aller Zeiten! .-)) http://t.co/EL0spegWl0
366175875961593856	positive	50 Jahre @ZDFsportstudio und 50 Jahre Bundesliga. Schön, dass man auch jemanden von dem Verein eingeladen hat, der immer dabei war... Ach ne
364732326367858689	positive	@K1X_Starscream Ja! Scheiße geil.
371229689127632896	positive	Zupy Zupy Zupy!
375580889452781569	positive	Lebih happy nntn spongebob dri pda nntn bola :D
391986066674434048	positive	Und morgen geht endlich wieder #BauersuchtFrau los! Ich freu mich wie ein Schneekönig ! #schwiegertochtergesucht #sg
394734694979629056	positive	Guten Morgen allerseits...:-* Mein WE war wundervoll und Eures?
375977943572709376	positive	RT @Raum16: Perfektes Festivalwetter. Abflug! #BerlinFestival starts now! Bastille, Mia., Get well soon, Pet Shop Boys, Blur. Was ein Lineu…
367228671326965760	positive	Trainingstag 2 geschafft, Materialausgabe war auch erfolgreich. Morgen früh gehts endlich aufs Eis! #cantwait
